Location,Time,Severity,Cause,Latitude,Longitude
Lakeview Parkway,2024-12-20 05:32:00,Low,Multi-vehicle crash,39.750552,-104.949674
Lakeview Parkway,2024-12-21 11:26:00,Medium,Fog,39.775007,-104.945469
Lakeview Parkway,2024-12-21 04:44:00,Low,Animal on road,39.790351,-104.93904
Oakwood Drive,2024-12-21 17:07:00,Low,Animal on road,33.781662,-96.797167
Hilltop Street,2024-12-20 11:42:00,High,Pedestrian crossing,37.790631,-122.444518
Oakwood Drive,2024-12-21 18:31:00,Low,Vehicle breakdown,33.785584,-96.783045
Downtown Avenue,2024-12-21 10:56:00,Medium,Animal on road,34.091391,-118.230254
Lakeview Parkway,2024-12-20 17:10:00,Medium,Construction work,39.777338,-104.93312
Downtown Avenue,2024-12-20 05:14:00,Medium,Multi-vehicle crash,34.055884,-118.22241
Maple Avenue,2024-12-21 10:26:00,High,Multi-vehicle crash,35.055096,-106.638545
Broadway Boulevard,2024-12-20 05:56:00,Medium,Multi-vehicle crash,38.928651,-77.027196
Broadway Boulevard,2024-12-20 07:28:00,Low,Vehicle breakdown,38.918781,-77.021481
Hilltop Street,2024-12-20 10:49:00,Medium,Heavy rain,37.759013,-122.418066
Oakwood Drive,2024-12-21 04:59:00,Low,Vehicle breakdown,33.78371,-96.755576
Elmwood Road,2024-12-20 11:51:00,Low,Road debris,41.86838,-87.627212
Main Street,2024-12-21 00:51:00,Low,Pedestrian crossing,40.71098,-73.951745
Maple Avenue,2024-12-21 00:53:00,Medium,Vehicle breakdown,35.050805,-106.623928
Lakeview Parkway,2024-12-21 23:40:00,High,Road debris,39.780203,-104.942017
Riverfront Drive,2024-12-21 19:28:00,Medium,Pedestrian crossing,36.109258,-115.102821
Riverfront Drive,2024-12-21 15:38:00,High,Heavy rain,36.132287,-115.104267
Riverfront Drive,2024-12-20 16:05:00,Low,Multi-vehicle crash,36.134093,-115.107985
